ID,bug_type,species,nb_pixels_ratio,image_symmetry_index,mask_bb_symmetry_index,roundness,mean_centroid_distance,std_centroid_distance,max_centroid_distance,min_centroid_distance,skewness_centroid_distance,kurtosis_centroid_distance,aspect_ratio,mask_area,mask_perimeter,mask_compactness,hull_area,hull_to_insect_area_ratio,hull_convexity,hull_triangle_similarity,ellipse_angle,ellipse_axis_ratio,ellipse_eccentricity,ellipse_variance,axis_least_inertia_x,axis_least_inertia_y,rectangularity,body_parts_mean_length,body_parts_max_length,body_parts_std_length,body_parts_spread,rest_entropy,mask_entropy,red_mask_min,red_rest_min,red_mask_max,red_rest_max,red_mask_mean,red_rest_mean,red_mask_median,red_rest_median,red_mask_std,red_rest_std,red_mask_q1,red_rest_q1,red_mask_q3,red_rest_q3,green_mask_min,green_rest_min,green_mask_max,green_rest_max,green_mask_mean,green_rest_mean,green_mask_median,green_rest_median,green_mask_std,green_rest_std,green_mask_q1,green_rest_q1,green_mask_q3,green_rest_q3,blue_mask_min,blue_rest_min,blue_mask_max,blue_rest_max,blue_mask_mean,blue_rest_mean,blue_mask_median,blue_rest_median,blue_mask_std,blue_rest_std,blue_mask_q1,blue_rest_q1,blue_mask_q3,blue_rest_q3,hue_mask_min,hue_rest_min,hue_mask_max,hue_rest_max,hue_mask_mean,hue_rest_mean,hue_mask_median,hue_rest_median,hue_mask_std,hue_rest_std,hue_mask_q1,hue_rest_q1,hue_mask_q3,hue_rest_q3,saturation_mask_min,saturation_rest_min,saturation_mask_max,saturation_rest_max,saturation_mask_mean,saturation_rest_mean,saturation_mask_median,saturation_rest_median,saturation_mask_std,saturation_rest_std,saturation_mask_q1,saturation_rest_q1,saturation_mask_q3,saturation_rest_q3,value_mask_min,value_rest_min,value_mask_max,value_rest_max,value_mask_mean,value_rest_mean,value_mask_median,value_rest_median,value_mask_std,value_rest_std,value_mask_q1,value_rest_q1,value_mask_q3,value_rest_q3,fourier_descriptor_real_0,fourier_descriptor_imag_0,fourier_descriptor_real_1,fourier_descriptor_imag_1,fourier_descriptor_real_2,fourier_descriptor_imag_2,fourier_descriptor_real_3,fourier_descriptor_imag_3,fourier_descriptor_real_4,fourier_descriptor_imag_4,fourier_descriptor_real_5,fourier_descriptor_imag_5,fourier_descriptor_real_6,fourier_descriptor_imag_6,fourier_descriptor_real_7,fourier_descriptor_imag_7,fourier_descriptor_real_8,fourier_descriptor_imag_8,fourier_descriptor_real_9,fourier_descriptor_imag_9,orthogonal_lines_ratio
111,Bumblebee,Bombus hortorum,0.0216883333333333,38.50781585974999,51.63951402211586,0.0946524204325423,409.4256060972988,91.58961531255598,568.3208571942289,225.7368140494156,-0.258843044506753,-1.0464544578100363,0.9624060150375939,520520,8313,0.0946524204325423,647152.4999999998,0.8043235558852051,0.3691514842855716,0.6442951279489743,147.7041473388672,0.7892961814819384,0.614012652881055,0.0920787312174218,-0.9372220338863186,0.3487332206687403,0.47774465460526316,679.2176003158092,1479.1799211502075,515.0620397863809,426.1555215581426,7.078236823019969,7.3239996202418,2,7,255,255,76.99542957042956,112.67145247680102,68,113,55.974491364225216,36.97674417501183,28,90,110,132,1,0,255,255,64.80999577345732,112.51701255734795,49,116,52.97788769433801,33.28590936600518,19,91,102,136,0,0,255,255,57.72821793591024,95.94463689144736,40,83,51.09289777810475,49.53150395742632,18,63,78,115,0,0,179,179,71.65302197802198,58.709476700506144,29,40,71.31737077496264,43.428253254552885,8,35,153,46,0,0,255,255,84.93374894336432,86.8255063144499,85.0,90,44.939579910017855,29.58922237356696,53,68,111,106,3,11,255,255,78.7803946053946,125.91368356539412,69,125,56.700051930933405,41.36938566573467,28,102,117,146,0.8502581907256248,0.5263658510047807,-0.0681244008918888,0.00017455057063,-0.0243830870431663,0.0165222645381185,-0.012997814320952,0.00044050640814,-0.0092178210091126,-0.0009434872693243,-0.0092839888069346,0.0072211576858763,-0.0074339710860139,0.0020798042661341,-0.0065796143633328,0.0027236930171969,-0.010143680754685,-0.002121264394606,-0.0065579488221776,0.0026915078000647,0.5041504063269578
112,Bumblebee,Bombus hortorum,0.0443591666666666,48.83081498537496,68.21144609623566,0.1616620550260233,586.2158827704102,98.0152921020859,727.887142356812,374.4640939202822,-0.1729764258725498,-1.2711522944950655,0.9352941176470588,1064620,9097,0.1616620550260233,1178172.4999999998,0.9036198010053708,0.4457147811388767,0.6105356840938552,122.87264251708984,0.8370311846158768,0.547155184550546,0.0896020792605427,0.3803237589220243,-0.9248534145470956,0.6154157417684055,1036.862738053004,1852.3372175693512,623.6351462168526,491.385244763882,7.191050825246046,7.302987736104421,0,3,255,255,73.91542804005185,113.4581233012054,63,119,59.90428842940012,40.13652043616017,21,85,114,141,0,0,255,228,57.91564783678683,98.75983794469504,47,100,51.99952187417639,42.059101557080616,14,69,84,132,0,0,255,255,57.84230993218237,110.6860627118452,45,118,54.86500518137295,48.92935613510034,10,76,87,144,0,0,179,179,87.9378303995792,98.0495298530044,130,126,76.33130242240303,55.50017840922352,6,48,165,144,0,0,255,255,76.26201837275272,59.14107147995804,64.0,44,59.67564285775634,48.86128091813702,31,18,109,86,0,3,255,255,74.69423268396235,119.94159277064516,64,125,60.5043089601344,43.849355670538806,21,88,115,150,0.859657452230343,0.5108708886057568,-0.0931196127387068,0.0075601128623484,-0.0301996572882743,0.0214866451579837,-0.0264947257233892,0.004251876238518,-0.0109724510615062,0.0008537583526648,-0.0205920242411051,0.001917805394222,0.0021234905124604,0.0026839202457708,-0.0136637398147236,-0.0006457690581906,-0.0057240750883906,-1.0704019052777867e-05,-0.009438980036821,0.0012589430134366,0.8494467166838128
113,Bumblebee,Bombus hortorum,0.0287973333333333,38.33607455050831,29.93741280454889,0.140868145526125,484.8794116587588,83.96314244176045,691.1096929625436,358.5118661685796,0.528515467095753,-0.6660632198078722,0.7320261437908496,691136,7852,0.140868145526125,779925.9999999998,0.8861558660693453,0.4220573162337473,0.5365260961663119,78.28595733642578,0.6895437803477432,0.7242440023802359,0.0872701923393935,-0.1510969468769178,-0.9885189490568572,0.6301937441643324,936.2733863393464,2405.4814451932907,974.318363895623,529.1857755207712,7.009025431387193,6.66257804864978,0,2,255,255,56.54241422816928,108.87690052162132,28,112,58.17161216692459,34.91043806475752,8,91,106,130,0,0,255,255,46.62733239188814,97.08782864750508,17,101,53.533163470563885,37.47728044340771,6,79,88,123,0,0,255,255,40.955591952958606,105.22738881654637,15,109,50.84805030270703,39.60213686308754,5,87,68,128,0,0,179,179,50.58677452773405,101.13943425127884,13,141,66.3423669266785,64.48356139976448,6,30,120,152,0,0,255,255,86.57652907676636,43.447309015145485,76.0,26,71.34448093691937,47.549742869138335,27,13,128,51,0,2,255,255,56.80670374571719,111.36167481177976,28,114,58.2081730570062,36.53491256375851,9,93,106,131,0.8653169430138623,0.5012250872942657,-0.0639743444240542,-0.0017822980736501,-0.0283846717536635,-0.0029007292060492,-0.0183520832259961,-0.0010183292918442,-0.0176344133905141,-0.0061409759042818,-0.0071552598048543,0.0014028225349031,-0.0085022358046017,-0.0025874649016134,-0.0066405009915766,-0.0012425751507131,-0.0043690084887817,-0.0007677547721741,-0.0055691647327462,-0.0005323541725023,0.7463956804144523
114,Bumblebee,Bombus hortorum,0.0185313333333333,31.18381600280829,48.617926403424384,0.0774281292375855,391.6337850786472,86.02065418708749,543.9286289234245,173.71083744588705,-0.4699017103235104,-0.5376153005518303,0.9826086956521739,444752,8496,0.0774281292375855,578409.0,0.768923028514425,0.3382957052275984,0.7051491617800482,45.669734954833984,0.6896226053471052,0.7241689458919589,0.0903673920997834,-0.6855209872494571,-0.7280528662401718,0.5347633705271259,681.1965010695988,1722.8611624240875,559.6452596871366,372.18642061975714,6.692468351951413,6.89839306088848,1,4,255,255,59.9264219160341,112.12070944869696,40,110,50.24056610247846,34.90203934042655,17,94,102,127,0,0,255,255,48.01742094470627,91.23263856105442,29,91,43.60346811548293,29.251415317683428,13,79,80,101,0,0,255,255,41.47479719034428,87.49656157303035,23,75,41.18359986525607,45.49172556327522,11,63,68,94,0,0,179,179,53.80705202000216,50.10287062144283,13,20,68.50383938740306,58.52170159656062,6,13,138,45,0,0,255,255,81.22410916645681,85.04434710260745,73.0,82,54.74382335778489,25.298265470926527,47,75,100,90,1,4,255,255,60.31992661078534,115.42686355923742,41,110,50.41655912165479,39.20102561686789,17,95,102,129,0.854912442501086,0.5187723158157415,-0.053372846972041,-0.0087598868591506,-0.0202506249347487,-0.0115565730286209,-0.0166226969461492,0.0029121911724905,-0.0140914366596769,-0.011540512780034,-0.0053827687434334,-0.0068594808838935,-0.0095061889713375,-0.0013356624095986,-0.0046723825379202,-0.0039072574125321,-0.0026325629626439,-0.0043929658854605,-0.0024695387828526,0.0031108288770854,0.4957366828642156
115,Bumblebee,Bombus hortorum,0.0145786666666666,43.98246193275836,33.4077810169779,0.15976525591006,337.63882961366403,70.76674499163266,484.96300837060375,169.5608537898663,-0.3617530161247387,-0.4171308628817156,0.6886792452830188,349888,5246,0.15976525591006,372264.0,0.9398921195710572,0.4419700129870701,0.5958721076458754,12.976655006408691,0.6765156564445653,0.7364282494482263,0.0877668424814178,-0.97501551471467,-0.222136773330503,0.7065133109330577,468.903027176857,972.1807993650436,256.28987814572673,295.28442814127806,7.123726865624526,6.417078141170031,0,8,255,255,48.25757385220413,138.94424106744188,27,143,46.34631385495757,36.421918598307215,15,126,71,162,0,0,255,254,35.063826138650086,105.58795480545716,19,108,35.56704647731119,37.42540748579896,11,85,51,134,0,0,255,255,28.61070399670752,101.72103599340248,15,101,36.44290499427943,46.62054673079266,9,71,32,128,0,0,179,179,59.00104604902141,51.56336955190741,15,14,72.20793818820226,65.37940214196536,6,9,150,139,0,0,255,255,99.50455860160966,94.1640578700008,85.0,84,58.53893964494216,34.940317701816994,64,67,120,120,2,8,255,255,49.0622827876349,140.35477747420393,27,143,47.89539062818215,38.56847869265084,15,126,72,163,0.8807085455553835,0.4736585877884208,-0.0375736676611872,-0.007093151512966,-0.0167156464111805,-0.0069279289534075,-0.0197128433521008,-0.0035542390816496,-0.0115993559480788,-0.0067413897352886,-0.0100802589754302,-0.0050838174664683,-0.0080732393543146,-0.0060573455071616,-0.0021778667109729,-0.0031187020258339,-0.001801825767641,-0.0073210261428044,-0.0011830144825734,-0.0006260601405927,0.5006014391321989
116,Bumblebee,Bombus hortorum,0.0289876666666666,51.54267314182496,51.99467621137032,0.1276419412035052,480.1220768280268,101.48288484624211,675.1943854334367,299.499362877908,0.0399078913453476,-1.1230541375430063,0.75,695704,8276,0.1276419412035052,785148.5000000001,0.8860795123470272,0.4093430881162591,0.5643441751089545,117.04248809814452,0.614891623753136,0.7886116224341561,0.0871234279233745,0.4721800280706804,-0.8815021390167874,0.6273300438596491,768.5795629918575,1870.9272112846372,578.3477314483268,405.2371198598011,7.426446993031453,6.51026719644959,0,4,255,255,44.072200246081664,129.99632921758288,29,131,41.98977782090206,45.36611970426657,11,100,69,163,0,0,255,255,34.127051159688605,123.26617804717208,18,126,36.92559199896569,45.85369318895635,8,95,54,160,0,0,255,255,23.378694099789566,83.8274640006289,14,81,29.635938111769452,51.41826381596295,6,42,30,110,0,0,179,179,47.26587887952348,49.73635989690485,17,33,62.27306849216983,44.66460058764714,8,28,37,40,0,0,255,255,107.27160401550084,117.78542715900966,110.0,109,66.27829568462302,45.5135707791323,64,87,159,152,0,5,255,255,44.74714821245817,136.2934183036467,29,140,42.92663640852853,45.86353316265962,11,106,70,168,0.7172209226446491,0.6968458567866772,-0.0585945091261482,0.014959666620881,-0.0262889381442937,0.0089035608383506,-0.0172233794509906,0.002119674058623,-0.0157131100586795,0.0059655940913868,-0.0078106901992332,0.0022691600548144,-0.0093553410259467,-0.0016605120920475,-0.0088949048342377,0.0022735488022321,-0.004210144805176,-0.0008309689444707,-0.0064727557463992,0.0018248464597695,0.598400642558972
117,Bumblebee,Bombus hortorum,0.0354351666666666,50.51728854466671,58.82347154411045,0.1200781094713606,525.8002378649102,88.87817177722394,707.3139289905445,350.3494302662362,0.0764973433418408,-0.9313539099544812,0.9393939393939394,850444,9434,0.1200781094713606,1016549.0,0.8365991211441849,0.4048857215737282,0.631482496201984,57.36818313598633,0.7845552203260165,0.6200589538577728,0.0904247585003814,-0.4649297625404687,-0.8853475678534749,0.5195772238514174,974.0482722350528,1901.287567138672,665.0626531140315,480.2477663472751,7.391008527397669,7.325224665701974,0,6,255,255,79.33237697014737,98.43906829141775,75,95,55.04209463970868,42.99164235679167,31,64,117,128,0,0,255,255,63.96975109472229,95.32623960476823,57,96,49.20162808826088,45.23407441906513,20,60,100,130,0,0,255,255,44.20790551758846,72.68522830416272,35,64,37.77769459133865,44.10489583521933,14,38,67,100,0,0,179,179,40.859961384876605,45.065267385689815,18,37,56.60035116095021,46.27959086737953,9,19,28,41,0,0,255,255,112.589389777575,97.13958738560687,105.0,96,53.54452689376721,37.27508894389511,78,70,139,125,0,6,255,255,80.22767871841062,106.1282616392297,76,106,55.66534417776071,45.37137312654999,31,69,119,139,0.8984954259412415,0.438982880717081,-0.0517827901308208,-0.0153375063433738,-0.0396700216335687,0.0023631880781691,-0.018927338716131,-0.000633314025573,-0.0119887245836748,0.0048810392581296,-0.016099449971441,-0.0105225380516031,-0.0064417699710507,-0.000169363855177,-0.0101673323990873,0.0003461085249103,-0.0051058934776233,-0.0005476722920417,-0.0037212765233674,0.0011253835475338,0.7849769296207896
118,Bumblebee,Bombus hortorum,0.037257,25.08180335366669,54.04156163056756,0.0851560964912733,541.8294497643789,119.0463569806512,781.1762876984457,236.9811916779509,-0.3975275263761876,-0.3481483641320508,0.8538011695906432,894168,11487,0.0851560964912733,1174244.5,0.7614836603450134,0.3562646086090353,0.7676862737203747,4.675196170806885,0.8440036196263482,0.5363374777671448,0.0930283793892352,-0.9844615468773492,-0.1756002924822636,0.5596160778658976,1329.8560348153114,5582.448525071144,1694.965094794679,490.5447344897156,5.977765243894786,6.539296054436927,0,0,255,255,51.736603188662535,117.64044666298967,30,119,50.03049178865309,27.44000940653634,6,114,102,126,0,0,244,255,43.72872882948171,111.13402508076749,19,119,45.573749576652745,32.78732360977188,5,112,88,124,0,0,255,255,43.70528468923066,116.96710042728608,19,122,46.87815091744344,33.54754134060515,4,116,84,127,0,0,179,179,59.52821841085792,97.24181107176751,13,125,70.16520564010423,50.93435132406516,0,50,138,132,0,0,255,255,60.7513342011792,32.403060231719856,42.0,11,62.97423067463733,50.65729310542849,7,9,94,20,0,2,255,255,52.751497481457626,121.6427851635033,30,123,51.15445804031223,29.307848139477706,6,117,103,129,0.7887478541111126,0.6147168637959392,-0.0747443556851739,0.0036998441101707,-0.020485231939667,3.639425654125171e-05,-0.0302966104565581,0.0038065044282581,-0.0111947452996637,0.00694656290442,-0.0045823389862779,-0.0042395143951714,-0.0063060818363347,-0.0068301996389891,-0.0091859660880144,-0.0013110263925094,0.0060097750918787,-0.0075011713981489,-0.0044752837398131,-0.0090932632822199,0.5011941110674447
119,Bumblebee,Bombus hortorum,0.015522,50.95210794539177,58.96464956262823,0.0760840486930443,352.94185613846827,113.5278784929009,581.8424135311586,102.36374699942613,-0.0924271323496161,-0.6397252840476666,0.8699186991869918,372528,7844,0.0760840486930443,536768.0,0.6940205079289377,0.367852901919917,0.9619800390843102,102.77481842041016,0.9002706925027186,0.4353305413368965,0.0979406103487402,0.5064834329589586,-0.8622496924546322,0.44227262366081604,772.9439108371735,2019.4642090797424,723.024338143186,475.54510830011054,7.454048304080535,7.619701426527633,6,5,255,255,98.86679658978656,108.61737984495336,95,105,59.26082927106367,48.20026879755312,45,71,143,137,4,3,255,255,85.03650732293949,117.85295680384256,76,123,59.95046411253332,46.527555501612014,30,79,126,153,0,0,255,255,76.41388029893055,80.75386037913832,62,60,58.26662468343941,54.92847015502983,27,44,111,103,0,0,179,179,47.756445153116005,59.67999394941617,16,44,58.195121597342045,42.71608926834973,9,39,109,50,0,0,255,255,85.89285100717261,120.37594512861978,86.0,131,48.87372863367755,43.8409600543615,47,86,119,156,6,12,255,255,101.197872374694,130.30784334439164,98,134,60.17855936905914,48.969040190908366,47,90,147,163,0.7622618893739209,0.6472687324505181,-0.0551682592354755,0.0030011417867037,-0.023935476590874,0.0004125354559784,-0.0110921797776578,8.12062755272914e-05,-0.0172163682158409,0.0039875587394259,-0.0079850405769705,-0.0016689156630453,-0.0055142735598219,0.0046492332535281,-0.0057478639758025,-0.0004730680411979,-0.0045027934845047,0.0005657327108645,-0.0031457876843222,0.0024379395786489,0.6692415206138466
120,Bumblebee,Bombus hortorum,0.02839925,36.11655929767503,48.99205858899822,0.0279354508236499,473.7495663560588,130.6445135219045,921.6982200899648,156.5072701438618,0.5011337829384402,1.055159536262944,0.6615384615384615,681582,17510,0.0279354508236499,1058434.0000000002,0.6439532365740328,0.2265542656167064,0.7429913055215664,178.12599182128906,0.871265009275142,0.4908128804471074,0.0922373299002682,-0.8361188509578297,0.5485483270168257,0.42336389385807993,514.0298566729934,3119.3476886749268,723.3729773475427,669.4475635684486,6.865458345493928,7.389624410864046,4,7,255,255,92.23340405116332,111.38462287621742,73,110,69.91322839791547,38.27395425180761,30,92,135,126,0,0,255,255,68.99127617806808,124.31443535320447,52,128,54.7893073594909,31.477209877273484,20,108,115,145,0,0,255,255,50.79877989735645,70.4627649268488,40,61,42.85760249758821,41.91950271407707,18,49,70,77,0,0,179,179,54.806730518118144,49.73776480033937,17,40,68.5890945277552,33.775046393911666,6,39,137,42,0,0,255,255,112.15046905581428,129.9774584622336,104.0,136,50.93777072513384,29.47144620374879,75,119,143,148,4,7,255,255,93.43614267982429,131.00934570261157,75,131,70.67130139119003,36.105700821436166,30,112,137,148,0.9203285465886416,0.3911462211680418,-0.0261551974867203,-0.0271560864799789,-0.026270646971322,0.0055483214025544,-0.0085400733078845,-0.000360184737395,-0.0107959146556668,0.0062303728720885,-0.0066221518334527,0.0033665683854162,-0.0044774721905889,0.0014951568456928,-0.0031563779577583,-5.593306309557409e-05,-0.0040023708118976,-0.0022524159491996,-0.0009964744222883,0.0009956575998272,0.6629008231622916
121,Bumblebee,Bombus hortorum,0.018408125,38.7347026211083,40.00465583061003,0.0442424861704434,399.6968107613958,98.6947665275953,658.9685997476344,179.31860203128107,0.372993813257153,-0.241059658936741,0.7555555555555555,441795,11202,0.0442424861704434,599403.5,0.7370577582546648,0.2702081389955453,0.7259102072228072,34.83796310424805,0.6835723506804319,0.7298827586573262,0.0939612522766784,-0.8965216060354664,-0.4430000111868937,0.5013105936819172,721.7812684557655,1905.2875862121584,569.5299950974938,422.5027082941245,6.787259116745224,6.749653647205512,1,9,255,254,52.2702112970948,131.0501484726871,42,134,40.983325918618725,30.323807394950315,17,122,78,147,0,0,255,226,40.38513111284646,116.85568094003766,30,120,33.45577913416639,33.660955778317486,13,101,60,140,0,5,255,255,38.69533154517367,118.09259262324952,25,119,37.68652622821997,38.52083568097102,11,96,56,141,0,0,179,179,66.94695050872011,59.05298829006709,19,32,72.06250755284043,59.18225228921071,6,13,153,135,0,0,255,255,82.25945517717493,48.88024032391262,69.0,42,56.4958014233943,32.98404346267447,43,22,113,70,1,9,255,255,53.205457282223655,134.29005482378645,43,135,42.28324745045033,33.430591928507326,18,123,79,151,0.8356710730197142,0.5492302410811697,-0.0066563878941622,-0.0199764728003932,-0.0163380073503898,-0.004251150789096,-0.016097285086054,0.0045215955171957,-0.0019238292613906,-0.0022483551373811,-0.0016816470591001,-0.0088448882030405,-0.0054921981074835,-0.0068387745536018,-0.0014346776044485,-0.0018213882314482,-0.007969443211254,-0.0027407519334213,-0.0043687331427921,0.0006188621092312,0.5475717660490567
122,Bumblebee,Bombus hortorum,0.0271513333333333,49.78657704820002,58.49120163470593,0.0315790224080871,551.8424446009718,204.24567486765255,1128.1799504030569,262.3965676885784,1.121852189388372,0.3077793666157942,0.7564102564102564,651632,16103,0.0315790224080871,1358337.5,0.4797276081975208,0.313589141300174,0.5961721879570165,156.560302734375,0.5259586840236857,0.850510119105042,0.1062667455640981,-0.848403385961454,0.5293502570974534,0.2458291081172437,504.8658036688964,4179.462441921234,1061.8913425178564,713.0554254233218,7.463266624347149,7.324340702248693,0,11,255,255,84.68429266825447,118.91938875556528,75,118,56.69897109425694,43.65101648321373,35,86,125,151,0,0,255,255,63.56085643430648,114.72416230547675,51,119,48.47260245339925,47.10366523133057,22,82,97,151,0,0,255,255,50.8648547032681,88.02989480892198,36,82,43.06832012486656,46.65380970868539,18,52,71,117,0,0,179,179,55.86644609227294,45.87386634474838,16,37,69.52289937674561,46.663449343312365,6,22,140,41,0,0,255,255,109.6923907972598,93.15623618747144,100.0,91,53.10873361481215,37.70952262825914,70,65,136,121,3,13,255,255,85.94536793773173,126.80541924814617,76,129,57.54129836558014,45.30314239298061,35,93,127,160,0.8429941439513564,0.5379227391212608,-0.0985270865692848,-0.0168178337543139,-0.0326490646498823,0.0394008231166568,-0.0246946763628722,-0.0006538102597164,-0.0244649366966805,0.0127531914896665,-0.0192529349123478,0.0091401906727364,-0.0038905222217477,0.0144284210174452,-0.003470926777632,0.0023643084905438,-0.0250809339851692,0.000263976522959,-0.0065767092988837,0.0133805228242347,0.9165661026212752
123,Bumblebee,Bombus hortorum,0.0302785,41.36097849837509,63.690105908736754,0.0535470584529449,488.7225694043388,125.0856040357176,799.1348471911448,219.5864452596049,0.1632584208630136,-0.5855152576927014,0.9954954954954955,726684,13059,0.0535470584529449,1069047.9999999998,0.6797487110026866,0.3067026658925104,0.7833246638153585,133.5482635498047,0.6686827713279697,0.7435478137478088,0.0960446012730046,0.5805226748363282,-0.8142440813422439,0.41143179378473493,764.7238921880722,2146.372915744781,727.2802695639376,549.4033116470308,7.0935274724753885,7.739421282346163,2,4,255,255,113.03840046017253,134.01666363314965,115,132,76.30952605902499,40.17814051462066,39,107,173,158,0,0,255,255,90.63322572122132,123.53497670894856,78,132,71.50702203227968,36.76541297897131,21,105,147,149,0,0,255,255,83.88364130763853,89.90149096072085,62,80,74.75051225712275,46.5943071874996,18,60,133,108,0,0,179,179,73.39597954544203,47.77757729066197,20,32,73.99403319050985,46.38907959013037,9,27,159,36,0,0,255,255,92.83279252054538,107.66522235164082,85.0,110,61.90047540087309,28.112595621065758,46,88,128,123,2,4,255,255,114.05766605567209,139.24430154259068,116,139,76.94494015672338,41.1809214010771,39,114,173,160,0.8765899834270939,0.4812379878555797,-0.0583418246637735,0.0098504698649349,-0.0282128052845895,0.0021279089876601,-0.032304431522121,0.0223429303661971,-0.0152208135133842,-0.0015728100185298,-0.0153453780871173,-0.0010034020485836,-0.0111844303596534,0.0135777881008415,-0.0138056698496036,-0.0017422661141489,-0.0095496830228181,0.0132657402478494,-0.0067264534614398,-0.0129416493225126,0.7343101792674075
124,Bumblebee,Bombus hortorum,0.032656375,60.87673962697506,43.61324080518715,0.0532646412821314,530.0088533024597,140.59695642319238,877.1434096656573,274.9948029272037,0.3655934963855663,-0.657914306741358,0.8430493273542601,783753,13598,0.0532646412821314,1290795.9999999998,0.6071857985305192,0.3314803559392281,0.9266994831279756,173.1263427734375,0.7078095996063851,0.7064032635152876,0.1014385754151118,-0.8840713403560948,0.4673519713887791,0.5192948350984321,813.6516549128753,3412.945660471916,1053.5084313287196,800.7134536509843,7.48434982812435,7.17108178408723,0,1,255,255,71.88665306544281,94.48084683971533,73,82,51.874154995785375,55.31461037652226,23,50,99,119,0,4,255,255,66.42482261630896,110.18754956388946,69,107,49.83650600148139,51.1930236572867,18,71,98,127,0,0,255,255,54.12088629963777,81.02138144894823,47,61,49.178215871287854,55.09544058353342,13,44,77,99,0,0,179,179,39.17902323818856,64.54702527932271,23,51,43.04207594450086,34.465527967518824,14,44,37,72,0,0,255,255,81.02191506762972,93.70426744684444,72.0,95,51.35989027091345,45.67936992602314,46,59,103,125,0,7,255,255,74.73838441447752,116.46588399925275,77,110,54.28663129261172,55.1456955364274,24,73,104,138,0.8696942238792849,0.4935908801335459,-0.0967955518129694,-0.0207422579968116,-0.0363935965486945,0.002383041787687,-0.0385453808176555,0.0039659077579361,-0.0304161344674821,0.0108196816226251,-0.034523761541356,0.0135813819111374,-0.0193126355446189,0.0006612994908277,-0.0039469945551478,0.004182369634551,-0.015429225569839,-0.0012350955022204,-0.0163874041714616,0.0010922432363226,0.973589499184876
125,Bumblebee,Bombus hortorum,0.0388822083333333,61.56242602102513,59.68943742378023,0.0495939614285029,563.4661857203191,151.89175580349203,886.747942345084,227.33401898537855,-0.0012434976658515,-0.8779283514840404,0.922509225092251,933173,15377,0.0495939614285029,1417275.5000000002,0.658427384090108,0.300987349891986,0.7973993032374495,134.0655975341797,0.6979541826250029,0.7161424152752469,0.1004013891554634,0.5046658955069343,-0.863314736299679,0.3826047560475605,1166.4541653286326,4911.432152271271,1346.1736314034708,701.5302322571621,7.256928954007661,7.079181115812017,0,0,255,255,65.16607852991889,82.30217350656855,52,58,54.5346978585044,56.560750581789314,22,38,84,114,0,0,255,255,54.26297588978678,85.79182373024257,45,64,47.56385767636129,53.58782150248159,17,41,70,121,0,0,255,255,38.30680913399766,71.88876129343667,23,44,47.53078171559868,62.267498163598646,10,24,39,100,0,0,179,179,29.979675794306093,57.24472993186276,19,42,37.92600863805384,39.70779078121543,13,32,24,68,0,0,255,255,115.02054817273968,82.24032265035845,115.0,88,59.43939394745253,46.37977963426607,77,38,147,119,0,2,255,255,66.46414223300502,90.7671540173254,53,67,55.74560525458805,57.85194526488291,22,46,85,125,0.8029429754329144,0.5960558515801504,-0.0598016570489237,0.0146714610596817,-0.0412246728497845,0.0074713756867261,-0.023925864438986,-0.0114203784094169,-0.0118566643903137,0.0049775379262477,-0.0047334128305005,0.0132656452512143,-0.0158859271910165,0.0018382859653125,-0.0067972551455412,0.0092743255563253,-0.0112255831383303,-0.0077281402122227,-0.0065580105196306,0.0064644841354459,0.765781119964917
126,Bumblebee,Bombus hortorum,0.04084775,31.66969645791661,43.30404324071501,0.0735506396840007,604.6804804895665,170.72915148789815,982.4771894419864,291.18416587075967,0.1118312431095136,-1.088284684894881,0.5671140939597316,980346,12942,0.0735506396840007,1419001.0,0.6908705490693805,0.3582277116574485,0.6670231734510063,93.68571472167967,0.5202750363733499,0.8539987626025635,0.0916717525668125,0.1038601958032185,-0.9945919061241738,0.5407218405411488,1565.1670065522194,4416.939762353897,1174.7999980874204,691.4222081353361,6.717862219714105,7.350680548510805,0,6,255,255,78.70723601667166,153.5626024613576,58,163,67.6622433210776,37.6184427607659,19,142,129,172,0,0,255,253,60.93383152478819,112.63698133777336,37,120,59.0914272771551,33.486303000392525,13,107,100,129,0,0,255,255,54.3738629014654,115.88162267773444,27,114,61.00885449992696,45.4077224188238,8,96,84,125,0,0,179,179,45.95004212798339,50.026055734808175,12,8,66.07839678003224,68.36669900940274,6,5,23,144,0,0,255,255,96.23034010441212,87.09473109369932,89.0,79,62.249152097412455,25.84653253269645,53,75,128,90,1,6,255,255,78.92601387673332,154.7008495001706,59,163,67.85055357677828,39.05615877758753,19,143,129,172,0.8049934791767823,0.5932836576907032,-0.0908112219022063,-0.0039822814781535,-0.0282287956716994,-0.0004101539416875,-0.03551470796439,0.0043021732517151,-0.0194281411082319,0.0104795237746086,-0.0107578359237102,0.0021573176524957,-0.0183915137580235,-0.0008706097800364,-0.0158986689904502,0.0014074164512531,-0.0104037780875334,-0.0004673138498106,-0.004343616430825,-0.0045744765247338,0.6368348567531704
