ID,bug_type,species,nb_pixels_ratio,image_symmetry_index,mask_bb_symmetry_index,roundness,mean_centroid_distance,std_centroid_distance,max_centroid_distance,min_centroid_distance,skewness_centroid_distance,kurtosis_centroid_distance,aspect_ratio,mask_area,mask_perimeter,mask_compactness,hull_area,hull_to_insect_area_ratio,hull_convexity,hull_triangle_similarity,ellipse_angle,ellipse_axis_ratio,ellipse_eccentricity,ellipse_variance,axis_least_inertia_x,axis_least_inertia_y,rectangularity,body_parts_mean_length,body_parts_max_length,body_parts_std_length,body_parts_spread,rest_entropy,mask_entropy,red_mask_min,red_rest_min,red_mask_max,red_rest_max,red_mask_mean,red_rest_mean,red_mask_median,red_rest_median,red_mask_std,red_rest_std,red_mask_q1,red_rest_q1,red_mask_q3,red_rest_q3,green_mask_min,green_rest_min,green_mask_max,green_rest_max,green_mask_mean,green_rest_mean,green_mask_median,green_rest_median,green_mask_std,green_rest_std,green_mask_q1,green_rest_q1,green_mask_q3,green_rest_q3,blue_mask_min,blue_rest_min,blue_mask_max,blue_rest_max,blue_mask_mean,blue_rest_mean,blue_mask_median,blue_rest_median,blue_mask_std,blue_rest_std,blue_mask_q1,blue_rest_q1,blue_mask_q3,blue_rest_q3,hue_mask_min,hue_rest_min,hue_mask_max,hue_rest_max,hue_mask_mean,hue_rest_mean,hue_mask_median,hue_rest_median,hue_mask_std,hue_rest_std,hue_mask_q1,hue_rest_q1,hue_mask_q3,hue_rest_q3,saturation_mask_min,saturation_rest_min,saturation_mask_max,saturation_rest_max,saturation_mask_mean,saturation_rest_mean,saturation_mask_median,saturation_rest_median,saturation_mask_std,saturation_rest_std,saturation_mask_q1,saturation_rest_q1,saturation_mask_q3,saturation_rest_q3,value_mask_min,value_rest_min,value_mask_max,value_rest_max,value_mask_mean,value_rest_mean,value_mask_median,value_rest_median,value_mask_std,value_rest_std,value_mask_q1,value_rest_q1,value_mask_q3,value_rest_q3,fourier_descriptor_real_0,fourier_descriptor_imag_0,fourier_descriptor_real_1,fourier_descriptor_imag_1,fourier_descriptor_real_2,fourier_descriptor_imag_2,fourier_descriptor_real_3,fourier_descriptor_imag_3,fourier_descriptor_real_4,fourier_descriptor_imag_4,fourier_descriptor_real_5,fourier_descriptor_imag_5,fourier_descriptor_real_6,fourier_descriptor_imag_6,fourier_descriptor_real_7,fourier_descriptor_imag_7,fourier_descriptor_real_8,fourier_descriptor_imag_8,fourier_descriptor_real_9,fourier_descriptor_imag_9,orthogonal_lines_ratio
31,Bee,Apis mellifera,0.011362125,33.21530224162512,44.31347205489941,0.103464178218471,309.977970225309,81.26328556704455,512.0976572985192,135.38493784038798,0.1855440885715737,-0.0947016049989191,0.9448818897637795,272691,5755,0.103464178218471,363843.5,0.7494733312536848,0.409539637602885,0.7826844303625717,148.9543914794922,0.6720415961464445,0.7405133982913066,0.0906186019253708,-0.84986281311575,0.5270039837448897,0.4970308398950131,386.642934524096,1209.6610335111618,331.4188055366926,377.7913258586517,7.094527254121252,7.508208042142714,8,5,255,255,130.80313615044133,109.42120452850342,139,108,50.07429689633281,35.748412827830194,97,87,161,131,0,3,255,255,110.84205566006946,110.90708891598284,120,114,49.40002021304206,34.20889245514064,72,91,144,132,0,8,255,255,93.56194740567162,91.04801657027352,95,83,47.63672063629761,40.689695849790006,56,63,122,113,0,0,179,179,32.433754689373686,49.9552685894553,15,39,46.93328819846441,37.414541527199006,11,33,24,42,0,0,255,229,82.6094883952899,78.39124099576568,76.0,80,43.74942819771694,33.132095632915515,50,55,115,100,8,15,255,255,131.3848348497017,118.9652083175551,139,118,49.945097787840446,36.00423818828469,98,97,161,139,0.8204618111066857,0.5717013350653793,-0.0306738546991542,-0.0021571538954039,-0.0207422356357132,0.0184472283170862,-0.013040995946244,0.0066321577008366,-0.0086308817874865,0.0110643960663223,-0.0028970241401015,-0.001365201554185,-0.0067109586469495,0.0024353520686414,-0.0028764718071785,0.0042046061731351,-0.0077809800479881,0.0011395952602449,-0.0041048268717071,0.0013706071829981,0.9688717164524652
32,Bee,Apis mellifera & Megachile centuncularis,0.0098641666666666,38.01035354198331,69.6170235402336,0.0597536395594916,275.4325328017436,104.49155760204737,527.5005202580647,69.24631076668625,0.0351916665229212,-0.5317452924096879,0.8232323232323232,236740,7056,0.0597536395594916,385249.0000000001,0.6145116535020206,0.3409855890364986,0.8964370195150804,4.073341369628906,0.7203235371233258,0.6936382355854821,0.0935786904165134,-0.9944380422524624,-0.105323217388618,0.45845727210757886,664.9700650828225,3032.4805800914764,973.1424396047088,323.62334262645527,7.129807646140717,7.541153985882502,2,2,255,255,91.086939258258,99.70604891753068,81,97,68.51819481173814,38.90797582138618,28,73,137,121,0,2,255,255,76.283416406184,108.58413651998926,61,108,60.8616971237911,34.48363799447291,23,84,115,133,0,0,255,255,74.69413280391991,67.38661273747793,58,58,58.45082250831513,38.13141183135917,28,40,103,84,0,0,179,179,75.43740390301596,44.10190218008808,29,40,70.16227173641948,28.588397805346396,9,35,140,42,0,0,255,255,71.06601757201993,108.9127857457268,72.0,107,33.173862197600336,37.99260649738411,49,81,91,134,2,2,255,255,93.14942975416068,111.9329865515085,81,110,66.77425614074905,37.6560986254963,33,85,137,136,0.8851867050891129,0.4652359585559568,-0.0267864413276223,-0.0062354370365945,-0.0092985983039953,0.0030907039633524,-0.00575663731824,-0.0036210514712089,-0.0109865745857476,-0.0003215489713784,-0.0116807521089423,0.0037045809973101,-0.0131381566077515,0.0067964186153852,-0.0081799469998276,0.0045744488115234,-0.0092190498643256,0.0067114660328334,-0.0023354554385577,0.0022268884749854,0.7849695825904693
33,Bee,Apis mellifera,0.0081559166666666,41.25760619758335,48.00569058704863,0.0468615992618767,287.7712888169922,87.19631045665331,525.7413703644228,120.3769399195778,0.4951362266917906,-0.0816614507327768,0.9845360824742269,195742,7245,0.0468615992618767,344846.50000000023,0.5676206660064692,0.3336811277447886,0.7514997014994136,147.8437042236328,0.7929667194413053,0.6092649521008855,0.0789208448601625,-0.6339501785518032,-0.7733738883063849,0.33016341015814754,694.4778142145702,1868.3788483142853,591.609351615238,366.389641114001,7.1889274769913225,7.377396500772681,6,16,255,255,84.73465071369456,107.12777991231653,77,103,55.267635366736165,41.8415025288834,41,77,110,130,2,5,255,255,70.85525845245272,115.92625151348972,63,114,50.38532092925772,35.43355767239215,27,90,98,142,0,0,255,255,55.49679680395623,72.49752523267055,42,60,44.80968301857826,42.34818559617774,24,42,70,91,0,0,179,179,39.99711865619029,45.383722273552905,17,40,53.04808937488211,31.530736878618328,11,35,30,43,0,0,255,255,96.95726006682266,109.73386647884593,95.0,109,43.01645672567347,39.703305375828336,63,81,126,138,6,18,255,255,85.50381624791818,119.8891249204239,77,116,55.15027000219963,39.50411801037973,41,91,111,145,0.8734488955901268,0.4869158313224039,-0.0213411079983168,-0.0004307291659716,-0.0173002164309473,0.013209591261733,-0.0098292951302998,-0.0052571760202891,-0.0177872260286384,0.0056355063550795,-0.0049642675404535,0.007328327858008,-0.00411083653955,0.0045284215268972,-0.0005175462817622,-0.0009283528228604,-0.0049792889737427,-0.0001195519586603,-0.000932673700143,0.0003029417614626,0.952038599335255
34,Bee,Apis mellifera,0.0080445,42.54929704924169,64.13054079094927,0.0441144348121669,264.11569057651644,93.60019816820378,462.719249377052,70.58988399033927,-0.1229707437840215,-0.5872474708257713,0.8763440860215054,193068,7416,0.0441144348121669,319402.4999999999,0.6044661516425203,0.3031185445001769,0.8715502939881951,177.9886016845703,0.7504322382239891,0.6609473926373672,0.0913295059788606,-0.5101265214800804,-0.8600993733764914,0.39800613496932513,472.0229038000107,1637.1483993530271,513.1533206737095,374.7016506560352,7.281616732307987,7.212365712851148,7,8,255,255,79.30026208382539,98.53264628974452,70,91,51.360768548920966,47.143192707664674,36,65,113,117,5,5,255,255,65.87739034951416,107.6215763963202,51,107,48.33149801074313,38.63142436453125,23,79,105,132,0,0,255,255,44.33584540162016,69.21137587153187,32,54,36.9909169742142,47.26859817702649,17,37,62,82,0,0,179,179,23.94187022189073,51.83133047130978,15,42,29.61808008633232,38.78016938942877,11,38,24,45,0,0,255,255,122.68213789960014,111.36884807332586,124.0,115,41.701746443723295,40.85749685972824,101,86,148,138,7,8,255,255,80.88655292435826,112.97560660063212,72,109,51.654384233809296,44.55359362496363,37,80,116,137,0.8517205400101997,0.5239962993425944,-0.0446081666359022,0.0058431647217408,-0.0144206008386233,-0.0074832466136723,-0.0132937374873118,-0.0004950088156866,-0.0072304453459516,-0.0069786782073885,-0.0117414629835415,-0.0042254214162849,-0.0036356950602678,-0.003095805072778,-0.0033390985344156,-0.0060365007309415,-0.0014490130251936,0.0022484676913009,-0.0046288221668346,0.0015296289343164,0.4985451979871837
35,Bee,Apis mellifera,0.00541725,54.97132135687498,61.0449606587577,0.0845059041514335,202.27170470650896,61.94266710516438,327.15284969696893,74.55138163761431,0.0175021912396931,-1.1200956293903792,0.625,130014,4397,0.0845059041514335,159004.0,0.8176775427033283,0.3593325590772752,0.5981394311381851,101.533447265625,0.5581907710625666,0.8297126388699748,0.0911412872156177,0.3217582931487504,-0.9468218421593382,0.6269965277777778,323.90472000175055,779.2102389335632,196.88076224521876,236.1412863014248,7.193192784229299,6.964622418291227,5,4,192,220,71.2880612857077,100.1782740467464,57,110,48.883767544162055,64.50372334093515,32,29,100,161,5,5,188,211,57.11564139246543,104.74432641058104,37,112,49.54143218502322,58.50718513572899,21,42,75,160,0,0,182,226,48.08397557186149,89.40849232169637,28,91,47.2021851276119,66.26557286984315,16,18,59,152,0,0,179,178,35.20610088144354,56.57844235853343,12,45,50.42455616819083,35.45948382778997,9,34,21,54,0,0,255,255,101.68817204301077,76.15317285900377,94.0,59,60.90903893490762,62.10832934917698,53,17,151,133,5,5,192,226,71.83945575091913,107.43357289778052,57,113,48.59607010602594,61.366290061716896,33,42,100,165,0.7863841020690007,0.6177378440836628,-0.0261438638634818,-0.0031938640426292,-0.0178243434631695,0.0030880009426611,-0.0070755314520935,0.0020754882428029,-0.0080482387765564,0.0006863428153391,-0.0056109328944054,0.0014499162197508,-0.0041188989822799,-0.0001129082275883,-0.0054493934285081,-4.303223360859894e-05,-0.0033231192514023,0.0001956194179087,-0.0040434271371275,-0.0006258441860774,0.40827550980032457
36,Bee,Apis mellifera,0.0094573333333333,36.381750324225,50.20096643928638,0.0520584988452332,270.40931410707816,84.51090304090623,456.94812033673344,83.58711426889714,-0.1039459193295465,-0.6374527126784089,0.8608247422680413,226976,7402,0.0520584988452332,346038.99999999977,0.6559260661370544,0.3064246640726572,0.9524288911602988,125.13572692871094,0.7890401795479681,0.6143415947654125,0.103011366380728,-0.7013548320788305,-0.7128123171773026,0.4378665349712945,299.1657016768175,1165.9280688762665,358.5910385643696,356.54585215324585,7.145243079932393,7.354347097237374,9,15,255,255,111.74829497391796,90.6525526580043,118,83,50.74702261561796,43.22063098129591,70,59,149,108,7,7,255,255,88.43912572254335,97.98590982787886,97,94,46.2221421554381,37.5088183377416,44,70,122,122,5,0,238,255,63.46918616946285,58.42277869235315,65,46,35.499562430911034,40.49440249332661,31,33,84,67,0,0,179,179,25.322937226843365,43.839472420504855,15,39,37.84768958473018,30.88775104414216,11,33,21,42,0,0,228,255,114.54219829409276,117.82996126197492,111.0,120,30.610560354091373,34.0059501572955,94,100,135,140,9,26,255,255,112.20509657408712,101.99252981025889,119,95,50.67880286275774,42.758101992572335,71,70,149,125,0.8403407590836888,0.5420584918831636,-0.0488206822483016,-0.0046967747550658,-0.0239868088307258,-0.0108798856741111,-0.0126429791499454,0.010562330735397,-0.0070953658791208,-0.0034896882316616,-0.007862845997343,-0.0021190409025728,-0.0061389793590172,0.0015978704332496,-0.0025540944663221,0.0042742217643528,-0.0046667943672688,-0.0034400500465231,-0.0039153272871244,0.0043976938246715,0.45025480521144956
37,Bee,Apis mellifera,0.0104475,47.11743574758335,58.88870312757202,0.0537563330555244,277.2593474366345,110.51222217933824,484.9201151505072,46.9771251381296,-0.0565507897604002,-0.9033199200281214,0.9851851851851852,250740,7656,0.0537563330555244,400366.00000000006,0.6262769565847249,0.320863159499557,0.9890402475558984,6.809778213500977,0.9634776772673302,0.2677886581010298,0.1027236850088528,0.1521052275351878,-0.9883643051812772,0.38791423001949316,403.3050423264504,2347.135347366333,630.7517034194419,362.68592571422624,7.302217593580941,7.732302229294426,11,19,255,255,142.60352556432957,129.4674929660966,151,126,63.649250228512784,42.5751221152704,92,102,190,155,8,14,255,255,117.7219869187206,136.760559697439,128,137,62.295756441217904,38.780043658648125,59,111,168,163,0,5,255,255,91.58747307968412,89.61448554607597,88,81,53.26071983320733,43.90141856019354,45,59,127,110,0,0,179,179,30.34990428332137,41.99749486931383,14,37,45.55324863438194,29.517817884775628,10,32,26,40,0,0,255,240,101.71280609396187,99.63736975383654,101.0,102,34.46406341949648,35.63988614955687,79,75,121,124,11,19,255,255,143.35339794209142,140.4209930751527,152,139,63.76857455019149,41.56043629454525,92,113,190,167,0.8913096965769622,0.4533949986357189,-0.0413465892786401,0.002157824109462,-0.0127970091470509,0.0094224198327332,-0.0087134414236837,0.0046889826290837,-0.0060045513943836,-0.006651283871932,-0.0087294245624682,0.0023583112078887,-0.0023435835346333,-0.0044581550329332,-0.0044736704038341,0.0010312742283193,-0.0042807374169507,-0.0046469092808466,-0.0048673296405763,-0.0024956698701187,0.3163861119036387
38,Bee,Apis mellifera,0.01157,47.55570314597505,50.71607856246951,0.0810367495106404,291.0983853645454,70.12102112225108,454.1498438759613,141.65269861032817,0.1036174830655268,-0.6363879507370034,0.889763779527559,277680,6562,0.0810367495106404,354940.00000000006,0.7823294077872315,0.3429365289852308,0.667503961394411,125.41199493408205,0.7699668439743265,0.6380838966626686,0.0934963823668071,-0.7239255275296355,0.6898781273463733,0.5374770631547163,438.37661990252406,1349.2733060121536,453.1998572684594,344.57869943261875,7.422332423250037,7.474680379242934,0,11,255,255,111.84182872371076,104.1089790543252,109,101,47.0269654511382,44.74906865631288,80,75,145,126,0,0,255,255,92.67999135695764,105.48092290298756,91,108,45.57876729106329,44.81432001348868,59,75,121,137,0,0,255,255,73.69265701526938,91.00977526650009,65,78,44.09892690014207,52.239451384953625,41,52,99,124,0,0,179,179,30.3941083261308,61.837282356868975,16,43,40.93425297595982,47.6807740114192,12,35,23,121,0,0,255,255,98.5810789397868,91.9528145645114,96.0,95,46.516916785274105,38.49238626948456,67,63,124,119,1,12,255,255,113.17771535580523,120.1764554225725,110,120,46.89706020239882,47.361962470692376,82,90,145,149,0.6308082749084238,0.7759387348928125,-0.0340405008053601,-0.0067072763236076,-0.0230744488902781,0.0106031017242297,-0.0188320442831439,0.0004368083414989,-0.0089127029925938,-0.0012250838277476,-0.0070387424673357,-0.005190948558217,-0.0050434342398804,-0.0025479557576623,-0.0010620373440071,-0.0006302018975775,-0.0024726449553426,0.0046983292980195,-0.0021457147862075,0.0004944391822959,0.48175333794645864
39,Bee,Apis mellifera,0.0165848333333333,39.16741090936665,46.85404776813202,0.0608824924428866,355.4422730624378,86.09981434298636,532.3309936553484,187.33133453795384,-0.043311848748316,-0.9794594092123295,0.8448275862068966,398036,9064,0.0608824924428866,554320.9999999998,0.7180604739852904,0.3111897925613588,0.7952157593785483,73.34931945800781,0.8198551828845468,0.5725709380481568,0.0977131371751333,-0.5870114149218593,-0.8095786550740062,0.5470894176636172,1697.2388097047806,6350.64658331871,2687.6995440776395,371.471030308637,7.14598040149972,7.198618511269927,4,5,255,255,92.50466791948467,110.7633578290349,87,110,50.42578035190769,39.3324800459979,56,87,114,128,0,0,255,255,68.2136465043363,101.13805224005934,65,109,44.58816868058127,41.49060029597732,33,78,88,130,0,0,255,255,53.35651800339668,82.68143350273732,45,80,41.98480314162374,34.721526364720525,25,60,62,98,0,0,179,179,35.16839180375644,61.38459655306652,12,40,51.84234204792316,56.86978669868354,8,27,29,46,0,0,255,255,123.05848465967902,97.7849682339995,118.0,91,44.39157180170483,36.93042038737142,92,75,153,112,5,7,255,255,93.41780642956918,118.84262915577705,88,120,50.33351434760726,38.52853987299604,59,96,114,138,0.7975432963528952,0.603261709743423,-0.0209053616225621,0.0015562647695663,-0.0130523194750249,-0.0020530667433994,-0.0025692897054831,0.0046951513105068,-0.00854411465578,0.0006501714852204,-0.0131986300133346,0.0057494933190004,-0.0090759491922795,0.0011809405048227,-0.0041179437325723,-0.0053305928264693,-0.0072970188097007,0.0026176356887061,0.0029490388730403,-0.0044686551229098,0.6802555917054989
40,Bee,Andrenidae,0.01470125,44.34096831754172,36.2299992739632,0.0455320377325276,361.780601836508,109.4154036905947,650.5915893736715,108.89370188584203,0.008696945235761,-0.3849317099312292,0.9012345679012346,352830,9868,0.0455320377325276,621237.5000000002,0.5679470411879513,0.30781020702758,0.9466037976296676,85.53678131103516,0.9381330612959292,0.3462749764327888,0.1013118267074069,-0.9996308945114796,-0.0271675309547781,0.4143765150233948,377.3603119075298,1600.812406539917,418.95890447526097,485.2680735944962,7.147316180418066,7.000692434218569,8,10,210,255,85.4321798033047,110.38993152246124,90,109,39.00912966809165,45.72487907000414,51,79,118,132,5,4,191,255,71.09253181418813,115.75824984554176,72,107,34.21862788442583,38.66682714237822,41,90,99,141,0,0,152,255,56.04179066405918,60.67475685251132,52,57,29.16526743057317,27.760229220496303,32,37,81,84,0,0,179,179,24.5110959952385,30.879135516004663,15,34,35.93355764897783,14.17599107958448,13,20,19,42,0,0,255,255,86.47361052064734,123.92863395492992,82.0,134,44.90235397099581,50.9891338625359,57,71,111,160,8,10,210,255,85.64244820451776,122.42151783913256,90,116,38.77631759250419,41.203648155826464,51,95,118,146,0.8181627412267973,0.574986720601661,-0.0289325775728858,-0.0085660579647374,-0.021673184248951,-0.003240496625844,-0.0162315405157859,0.0074423265000232,-0.0079848046081279,-0.0037998898120509,-0.0100525607648113,-0.0019717273907938,-0.0040675291850001,0.0008778631495338,-0.003289656327863,-0.0009476904448538,-0.005288290720283,-0.0017878868151582,-0.0076598961300775,-0.0016714947262063,0.9693357092480095
41,Bee,Andrenidae,0.0093895,47.37666521155833,65.76755702050689,0.0796672137561317,307.9701392732596,120.13393493740848,570.7233328550961,84.25960111706661,0.1256113362938027,-0.8486458548748494,0.4491525423728814,225348,5962,0.0796672137561317,307909.0,0.7318655836627055,0.3991205859606496,0.7292210270337435,94.89603424072266,0.4236600346683161,0.9058212710158892,0.0928957223067868,0.1012471964247822,-0.9948612994865772,0.5630096738087624,447.1758167147637,1264.4722163677216,363.31247264044,404.4331960591031,7.314056491553764,7.537315642873965,8,11,255,255,107.5233061753377,116.7967934504362,101,120,55.84521327247111,52.72180233416805,60,70,145,155,5,8,255,255,97.90795125761043,123.34403157615094,89,129,55.9019350277954,40.827854936128176,51,94,133,147,0,0,255,255,77.16804675435327,72.71680477173756,62,58,52.38133532489914,42.25449209291149,38,36,107,118,0,0,179,179,21.546421534693007,32.117221274153664,20,37,16.84918434159148,14.333888910798192,16,16,23,43,0,0,255,255,79.9013836377514,116.29212637896866,74.0,130,41.1000163234161,52.22841815333587,53,54,104,155,8,11,255,255,107.79879120293946,129.61496395404652,102,135,55.76465755390839,45.412033589257526,61,94,145,158,0.8382784651663288,0.5452423450525319,-0.044464010964541,0.0046501821204614,-0.0226823906710459,0.0028824254303981,-0.0153308604439905,-0.0058372150064181,-0.0121252988572318,-0.0029444950690099,-0.0116962193150477,-0.002827767998512,-0.0088753372200816,-0.0035390670520187,-0.0068092114818277,-0.0016058888548321,-0.0043092924387554,-0.0008136418598177,-0.0055001288130459,-0.0005501465843681,0.428759663373429
42,Bee,Apis mellifera,0.013253875,49.45203895280002,56.11431302626641,0.0557708736564265,321.6764466087481,77.56475678762588,509.7213518155001,156.15892415736386,0.1520439110246531,-0.6004839354884766,0.9736842105263158,318093,8466,0.0557708736564265,475914.5000000002,0.6683826611712815,0.3085182149503042,0.7447177397805045,38.1409797668457,0.8440578989973901,0.5362520518749663,0.0974908065327836,-0.9882261673806116,0.1530001375954535,0.3927772344713134,560.1504178914157,3023.416668772697,804.5437147986299,342.68654457131555,7.425911841738415,7.449967082151511,3,1,255,255,108.27123514192392,103.6295756080792,102,102,46.35064452495272,44.07835286356753,78,75,141,126,0,0,255,255,92.4546783487848,102.96535722397694,91,107,45.368179585141895,46.02169684512337,60,69,121,136,0,0,255,255,76.25330327922966,89.26266900718764,68,79,42.863069925177264,50.4941815861002,45,53,104,117,0,0,179,179,33.96654123165238,58.00854817139515,17,42,44.01018326803008,48.327300442083214,13,24,27,63,0,0,255,255,89.79649347832238,89.43861108820333,88.0,89,41.91470478891845,37.12745853088699,63,63,113,115,3,9,255,255,109.548908652501,117.55411867802708,103,119,46.05539609802541,47.50943747275042,79,86,142,145,0.7801361503522486,0.6256097720732741,-0.0383685971214253,-0.0041558138039715,-0.0163592723226014,0.0017866020164321,-0.0270163587825087,0.0020665257202064,-0.00844996647545,-0.0029108336104146,-0.0009280421442629,-0.0004705468967678,-0.0095082993175178,0.0014709429451308,-0.0008542065794085,-0.0085182398978328,-0.0050597005250471,0.0044334487099672,-0.0068581107284791,-0.0008531832651904,0.9181672073086503
43,Bee,Apis mellifera,0.0193913333333333,35.95086034024163,49.40080885394096,0.0597910519553086,422.25235730839074,124.03002460641176,700.4357614938476,172.69625517322555,0.1079049366237533,-0.8712356871687374,0.8012422360248447,465392,9890,0.0597910519553086,771517.0,0.6032167794099158,0.3477701954186134,0.9012370216935406,56.74091720581055,0.5660594808976808,0.8243644000597358,0.1019777557477208,-0.6779566819962498,-0.7351018550763124,0.35012518657614716,1102.019740800063,3429.8287723064423,1100.557871752498,540.0491079974723,7.1217826477828,7.437292498085476,11,11,255,255,119.0475448654038,112.99676306484476,122,113,47.99796880583717,37.79111084786687,87,86,150,136,0,0,255,255,85.42250403960533,97.72037826166468,84,100,44.95245864802464,38.80448398432115,51,72,115,126,0,0,255,255,76.48012857977791,91.4874705370066,79,87,42.7223091356597,36.830966089788525,39,65,105,111,0,0,179,179,41.64972109533469,72.12504601733752,11,42,61.70680295023864,58.87940040617097,8,30,17,141,0,0,255,255,111.20965981366246,99.44111510164096,100.0,93,46.800884609681226,37.2746563162053,77,75,140,116,12,19,255,255,120.37518693918246,122.08273050479532,123,121,47.26680925765612,36.86405979619676,92,96,150,145,0.8364447922495604,0.5480511924251144,-0.0365294052415697,-0.0147063695840244,-0.0107537489595138,0.0006649114511214,-0.0202561162394729,-0.0073153003188927,-0.0259801408900952,0.0023461907914752,-0.0079987516172205,-0.0076800519802946,-0.0056894233846945,-0.0011167824020414,-0.0019961409353632,-0.001950449241197,-0.0083399794025576,0.001495331476233,-0.0094227803052645,-0.0033255171106572,0.5430943492459284
44,Bee,Apis mellifera,0.0125543333333333,61.57010381858333,50.00413980991055,0.0781621113173156,335.1419652264907,106.00776123608354,539.2757326481345,86.69564293923096,-0.1709186496947733,-0.6484624093932538,0.8389830508474576,301304,6960,0.0781621113173156,466472.5000000002,0.6459201775024249,0.3951147865627408,0.946864123816632,89.54013061523438,0.7853514038017134,0.6190502181137473,0.0939450011607852,-0.7250872394879971,-0.6886570228580232,0.403002482451635,488.6138948351145,1334.6042499542236,452.97605907814096,428.45398753173225,7.568142650785191,7.472045110602075,9,8,255,255,127.00183867456124,110.48158725695288,127,108,48.30789912343073,49.207974308014265,94,67,155,148,0,0,255,255,103.29353742399702,103.84289798054712,106,102,45.1959315936269,55.99243154519824,71,57,129,149,0,3,255,255,88.42585561426334,91.54779385329893,85,86,45.46596517587922,47.81225901976883,53,51,118,123,0,0,179,179,39.04787523564241,75.56403242608792,13,43,57.66856553501213,59.90464349556027,10,36,25,145,0,0,255,255,87.91660913894273,90.60055650319326,84.0,85,39.30246570012465,41.23709257777813,59,61,113,115,9,13,255,255,127.57002230305604,120.3819679361261,128,119,48.32546593710085,51.49691737690838,96,77,155,161,0.8328563922509145,0.553489141615977,-0.0520572230023485,-0.0011812161714309,-0.0212306375880436,-0.0051821072670509,-0.0111310672985481,-0.0132906422381679,-0.0053930898191029,-0.0041375242730058,-0.0078173843297598,-0.002146304293474,-0.0077822819379372,-0.0021451772330919,-0.0088291946539256,-0.0015657206023348,-0.0051547053914965,-0.0040171379105066,-0.0030606277809147,-0.0045904706765786,0.8333338430157707
45,Bee,Megachile centuncularis,0.0136154166666666,32.4797112282333,41.01944877153212,0.0583905177279234,320.92947973770686,90.47634633678796,468.8335168048086,133.5758161082333,-0.2354842666550693,-1.1082827864765756,0.9702970297029703,326770,8386,0.0583905177279234,496527.0,0.6581112406777476,0.3139667854207872,0.7774535606083788,60.51242065429688,0.8603975848613508,0.5096233863989708,0.0992149781736481,-0.5828720991528001,-0.8125639150425082,0.5158396898363306,689.9290180504322,1732.8956526517868,617.1045567449145,427.28902048896674,7.010747615501807,7.201015834870706,9,4,235,241,89.05096857116627,102.4588955964184,79,96,46.040288134023065,34.557439704899146,57,81,117,127,6,6,217,255,74.80014689230957,127.28083442774812,68,127,42.82184800071397,33.90049592886788,44,110,96,154,0,0,250,255,47.33235609144046,59.33328269948799,32,43,42.04209301943399,50.26803244272291,21,31,60,59,0,0,179,179,25.862294580285827,53.26287988584574,18,42,26.868964624712483,29.017184269119745,15,40,24,43,0,0,255,255,135.40799338984607,152.47357056895066,146.0,173,46.774570387418,54.64927829560317,100,147,172,189,9,6,250,255,91.482822780549,131.6828291703329,81,129,47.5702333274574,37.5522431748899,61,112,117,157,0.8362941863278952,0.548280980806524,-0.0284753588876144,0.0004124740116781,-0.0100432000295326,-0.0071729377417196,-0.0135773069315679,-0.0018800623659117,-0.0082409110619881,-0.0038216318285844,-0.005646328786804,0.0022261398040002,-0.00239627288089,0.0012959488140143,-0.0048174207574308,0.001756716842798,-0.0044192619298486,-0.0020672967384115,-0.0021493680990405,0.0027231217671701,0.49773869289888484
46,Bee,Megachile centuncularis,0.0209344583333333,33.48005450370828,45.87600003848067,0.0720045638246085,391.5099946079595,92.49260097006,586.5081786675373,167.22152537232776,-0.1025250982697697,-0.7581129408379348,0.9551282051282052,502427,9364,0.0720045638246085,662125.0,0.75880989239192,0.3273512239229549,0.7363885698817937,39.68955612182617,0.852946342639004,0.5219985982536225,0.0965942389533661,-0.4826252055030773,-0.8758269869175717,0.6004261553758198,657.7969490614804,4523.216869831085,1277.345549701981,514.7281368600936,7.0252433456407,7.341232855081654,5,6,255,255,98.75631484772912,103.718283160563,98,98,45.116983404329694,35.52024205731348,63,81,127,129,0,4,243,255,84.42244744012564,129.3568369380106,84,129,42.30267497143755,34.44743417894811,48,110,110,157,0,0,241,255,68.4666369442725,62.2757389880223,60,44,44.161856556184176,52.66028786914553,31,32,97,61,0,0,179,179,36.48377177181959,54.51989731024562,17,42,46.13916458292736,29.1228137596774,13,40,28,44,0,0,255,255,95.22230294152185,149.7167197650583,89.0,171,53.53899827040427,55.49324934611426,50,143,136,187,5,8,255,255,101.11406831241156,134.02195703360513,100,132,46.01404254522075,38.59125367721492,65,112,131,159,0.8584618410847372,0.5128774389670531,-0.0742453139550161,0.0013415926649287,-0.0185756814326282,-0.0021969112440559,-0.0195952638057347,0.0019858965915269,-0.0208792247984178,0.0005951866398655,-0.0098843857764747,-0.0057416733924369,-0.0105964724434936,-0.0028610702111324,-0.0111727267761261,-0.0020656992534415,-0.0027048238588614,-0.008942944281277,-0.0069445361701076,-0.0008985524542503,0.6990794287012718
